Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics
花花世界,Hebe Tien,23,0.714,0.741,247280,0.41,4.22e-05,0,0.119,-10.171,1,0.0313,90.058,4,0.405,"曇小白等等等 等一個夜晚
向小黃追追追 追每寸陽光
玫小紅愛愛愛愛 愛上了 愛它的它 她和他

多簡單 盛就盛開 敗就敗 不用計算
只爲自己而精彩 自然而然

花啊 學學花腔
花啦 借借花香
花啊 花有多漂亮 心要不要也這樣

...

******* This Lyrics is NOT for Commercial use *******"
Contradiction,Hebe Tien,23,0.363,0.592,281999,0.624,1.28e-06,4,0.104,-5.306,1,0.0244,143.988,4,0.355,Lyrics not found
Fickle,Hebe Tien,23,0.943,0.464,260188,0.224,1.18e-05,10,0.112,-12.411,0,0.0405,131.889,4,0.155,Lyrics not found
請你給我好一點的情敵,Hebe Tien,27,0.238,0.683,264333,0.528,0,4,0.102,-7.668,0,0.0275,118.051,4,0.306,"這已經不是我第一次聽到她的名字
你是我們共同愛上的浪子
其實我並不真的在乎
與別人一起佔有你
我並不真的介意
你的吻
也蓋著別人的印記

如果這是你不能逃避的宿命
就請你給我好一點的情敵
至少讓我擁有競爭的樂趣
至少讓我相信
被遺棄
有被遺棄的道理
...

******* This Lyrics is NOT for Commercial use *******"
身体都知道,Hebe Tien,21,0.781,0.487,237101,0.411,1.18e-06,7,0.104,-9.362,1,0.0428,80.19,4,0.0691,"你 切片披薩 喝昨夜熬的湯 配無糖的綠茶
讓 皮膚生長 等頭髮留長 把指甲剪斷

一切都嫻熟平淡 一切不違背自然
心情繫於神經末端 高興低潮無非是血液循環
覺得苦 那就吃一顆糖

喔 喔 喔 輕輕地唱一唱
發出你的共鳴 感受呼吸盪氣迴腸
喔 喔 喔 心跳不會說謊
你快不快樂 你的身體早有答案
...

******* This Lyrics is NOT for Commercial use *******"
寶貝(In The Night),Deserts Chang,50,0.848,0.755,161173,0.274,1.57e-06,0,0.131,-12.403,1,0.034,110.064,4,0.535,"我的寶貝 寶貝 給你一點甜甜
讓你今夜都好眠
我的小鬼 小鬼 逗逗你的眉眼
讓你喜歡這世界

嘩啦啦啦啦啦 我的寶貝
倦的時候有個人陪
唉呀呀呀呀呀 我的寶貝
要你知道你最美

...

******* This Lyrics is NOT for Commercial use *******"
艷火,Deserts Chang,45,0.384,0.458,271800,0.564,0,2,0.247,-7.693,1,0.036,181.949,4,0.147,"撲火 我們相視笑著 撲火
什麼都不說 不說的 是真的
我們相視笑著 是夢也快樂
當你穿越愛的歷史向我走來
我在你眼裡看盡了相戀的年代
曾經的黑白 此刻燦爛

於是你不停散落 我不停拾獲
我們在遙遠的路上 白天黑夜為彼此是艷火
如果你在前方回頭 而我亦回頭
我們就錯過

...

******* This Lyrics is NOT for Commercial use *******"
關於我愛你,Deserts Chang,45,0.281,0.579,294160,0.356,1.22e-05,3,0.183,-11.312,1,0.026,140.02,4,0.24,"你眷戀的 都已離去
你問過自己無數次 想放棄的
眼前全在這裡
超脫和追求時常是混在一起

你擁抱的 並不總是也擁抱你
而我想說的 誰也不可惜
去揮霍和珍惜是同一件事情
我所有的何妨 何必
何其榮幸

在必須發現我們終將一無所有前
至少你可以說
我懂 活著的最寂寞
我擁有的都是僥倖啊
我失去的 都是人生
當你不遺忘也不想曾經
...

******* This Lyrics is NOT for Commercial use *******"
喜歡,Deserts Chang,44,0.963,0.691,279933,0.181,0.000371,1,0.108,-17.201,1,0.0324,103.013,4,0.313,"片段中 有些散落
有些深刻的錯
還不懂 這一秒鐘
怎麼舉動 怎麼好好地和誰牽手

那寂寞 有些許不同
我挑著留下沒說
那生活 還過分激動 沒什麼我已經以為能夠把握

而我
不再覺得失去是捨不得 有時候只願意聽你唱完一首歌
在所有人事已非的景色裡
...

******* This Lyrics is NOT for Commercial use *******"
寶貝 (In a Day),Deserts Chang,45,0.887,0.827,145440,0.16,0,0,0.105,-12.729,1,0.0483,119.891,4,0.388,"我的寶貝寶貝 给你一點甜甜
讓你今夜都好眠
我的小鬼小鬼 逗逗你的眉眼
讓你喜歡這世界

哇啦啦啦啦啦我的寶貝
倦的時候有個人陪
哎呀呀呀呀呀我的寶貝
要你知道你最美

我的寶貝寶貝 給你一點甜甜
...

******* This Lyrics is NOT for Commercial use *******"
玫瑰色的你,Deserts Chang,43,0.653,0.671,297813,0.535,0.00109,11,0.128,-9.677,0,0.0258,97.964,4,0.186,"這一刻
你是一個最快樂的人
你看見你想看見的
你將它發生
因你
我像戴上玫瑰色的眼鏡
看見尋常
不會有的奇異與歡愉
你美而不能思議

這一刻
你是一個最天真的人
你手裡沒有魔笛
只有一支破舊的大旗
你像丑兒揮舞它
你不怕髒地玩遊戲
你看起來累壞了
但你沒有停
我是那樣愛你
...

******* This Lyrics is NOT for Commercial use *******"
城市,Deserts Chang,38,0.0287,0.529,285880,0.662,0.000291,0,0.116,-7.45,1,0.0253,100.018,4,0.215,"夜裡回憶是白天川流來往此刻偶經的車
活著 時光如水經過
你捧 常想起渴有多渴

喜悅與傷痛是命運於社交中當時多嘴的舌
聊遍了所有萬千的臉色
還是在等一瞬間的心動

人們火熱 宗教理想娛樂
而我愛你 你可能記得？
我們相濡以沫長大後看晚餐時的 TV show

夜裡回憶是白天川流來往，此刻廣播裡的歌
...

******* This Lyrics is NOT for Commercial use *******"
兒歌,Deserts Chang,38,0.953,0.679,183200,0.14,0.000305,1,0.0986,-18.94,1,0.0369,117.242,4,0.383,"還不確定你是否也喜歡氣球
路邊常常在發的那種
我和你約好 養隻黏人的小貓
和一隻大的 溫柔的狗狗

如果受了傷就喊一聲痛
真的 說出來就不會太難過
不去想自由 反而更輕鬆
願意感動孤單不忐忑

生活 生活
會快樂也會寂寞
...

******* This Lyrics is NOT for Commercial use *******"
無狀態,Deserts Chang,36,0.804,0.706,266760,0.307,2.03e-05,1,0.113,-12.345,1,0.0316,119.987,4,0.206,"我喜歡永恆的短暫 化主動為被動的昏暗
所有公允的景觀之中 我都不存在
我喜歡邂逅的對白 抹有某部電影的光彩
你要我給的 應該也如此的 是這答案

不要把美好的故事留下來
不去制約 被制約 沒有習慣
我喜歡獨白勝過眾人的彩排

不要讓眼淚成為生活的客串
不去制約 被制約 等待遺憾
...

******* This Lyrics is NOT for Commercial use *******"
如何,Deserts Chang,39,0.918,0.526,242827,0.158,0.00135,11,0.118,-17.068,1,0.0284,81.025,4,0.206,"張懸

如何

你要如何原諒彼時此時的愚蠢
如何原諒奮力過但無聲
在苦心之後 看潮汐的永恆

歲月在這兒 溫涼如絲卻也能灼身
青春是遠方 流動的河
...

******* This Lyrics is NOT for Commercial use *******"
南國的孩子,Deserts Chang,37,0.93,0.418,338107,0.161,1.12e-05,10,0.112,-16.085,0,0.0379,175.813,4,0.294,"風揚起了你的黑髮 你不經心地甩過鬢頰
笑可以天然地飄灑 心是一地草野 唯一的
家鄉
是我從不能朝仰的遠方

夜晚你含泥土的氣息
純然原始的粗獷
冷地熱著的眼神消長; 你握有誓言般的夢想
即不能停止流浪 流浪

回聲中 有人呼喊
有人悼念
有人不言不語地明白

你是南國來的孩子 有著不能縛的性子
身上披覆了寓言而渾然不知
奔跑著 忘我的 快樂悲傷都放肆
陽光也不願阻止
...

******* This Lyrics is NOT for Commercial use *******"
模樣,Deserts Chang,36,0.927,0.742,315600,0.106,1.61e-06,2,0.112,-17.175,1,0.0334,105.189,4,0.32,"你聽見了我嗎 你聽見了我吧
你懂不懂 你懂不懂

你聽見了我吧 你聽見了我嗎
記著我笨拙的說話

你看見了我嗎 你看見了我吧
你怕不怕 你怕不怕

你看見了我吧 你看見了我嗎
記著我笨拙的說話

我的模樣有你的孤單
我的眼光有你的方向
...

******* This Lyrics is NOT for Commercial use *******"
Scream,Deserts Chang,33,0.785,0.533,193933,0.374,0.00514,11,0.231,-11.365,1,0.0306,164.079,4,0.722,"也不是真的不要關心
也不是真的不曾介意
可偏我也不是真的拒絕這一切
只留下自己

也不是全都不理不聽
也不是真的無從繼續
可每一次我都試著堅強
都成了不得已的哭泣

I'm screaming, I'm losing all of it
I'm trying to be mature someday
But 'til now it's still in vain
I'm bearing. I'm losing all of it
I'm trying to go on this path
...

******* This Lyrics is NOT for Commercial use *******"
兩者,Deserts Chang,36,0.278,0.63,318000,0.433,0.00371,2,0.214,-8.549,1,0.0267,110.027,4,0.172,"兩者
她在黃昏送著 這一片濃情雲朵
我在夜裡哼著 歌功頌德
她在陰天等著 這一片閃電天空

我在雨裡抹著 化不開的口紅
你牽著是我的和她的手
你揪著是我的和她的痛

這兩者你應該要怎麼做
沉沒前清醒的愛人
在擁有愛的世紀裡悲傷

親吻後沉睡的愛人
享受的孤單夢一樣落下
...

******* This Lyrics is NOT for Commercial use *******"
就在,Deserts Chang,31,0.0983,0.622,216480,0.574,0,11,0.0872,-8.434,0,0.0301,124.995,4,0.32,"就在這些都十分難看的同時
他彈起了好聽的旋律
於是所有刹那，現下的氣氛就
成了爆落散開來的諷刺
我的確厭惡任何一種方式
用快樂溫馨把事兒搞的模模糊糊
卻又僵直
讓那玩意兒没人敢去掩飾
就在我們都覺得這是那是的同時
他說出了一個我願意犧牲的字
然後我摸著自己不溫柔的脖子
這一切完全不真實

...

******* This Lyrics is NOT for Commercial use *******"
親愛的,Deserts Chang,35,0.886,0.737,255267,0.222,0.00989,11,0.108,-15.269,1,0.0381,100.07,4,0.303,"深深的話要淺淺地說
長長的路要揮霍的走
大大的世界要率真地感受
會痛的傷口 要輕輕的揉

被抱緊的時候 去勇敢的祝福
...

******* This Lyrics is NOT for Commercial use *******"
My Life Will,Deserts Chang,29,0.404,0.75,233253,0.544,1.7e-05,5,0.121,-9.936,0,0.0389,128.017,4,0.187,"看著我沉默的憂傷
說不懂 不能懂 你以為夠明確的
我怎麼會迷惑的 生命的 真相

然而 忘了我們分別的語言
分別的視線
分別過去的餘煙
所以你總是知道 卻也總是不理解

My life will find its way; I say
(So, we will)
Still love, still hate; we will get and lose, and all will still remain
My life will find its way; I say
...

******* This Lyrics is NOT for Commercial use *******"
我想你要走了,Deserts Chang,36,0.5,0.407,315227,0.289,0.726,2,0.337,-11.941,1,0.035,117.89,4,0.0628,"我盤旋在寂寞上空
眼看著雲起雨落
情緒就要降落
情緒就要降落

也許在夢的出口
平安擁抱了感動
一瞬間才明白
一瞬間才明白
...

******* This Lyrics is NOT for Commercial use *******"
Beautiful Woman,Deserts Chang,31,0.677,0.59,269147,0.687,0.03,3,0.0715,-9.409,1,0.0277,152.927,4,0.655,"我拎著小煩惱 扔了背包
心情晾著就變得很好
我是說很好， Man！
忍不住也不能不去招搖招搖
美麗的她剛走過夏天風潮
我偷偷喜歡那味道留下的驕傲
我是说驕傲：Girl－
請準備好隨時擁抱
掛起你的外套 開始炫耀
你渴望的一切 都被預告
Beautiful woman Beautiful smile
Beautiful woman Beautiful life
...

******* This Lyrics is NOT for Commercial use *******"
畢竟,Deserts Chang,30,0.0308,0.5,331707,0.558,3.23e-05,9,0.263,-9.033,1,0.0286,156.019,4,0.269,"我知道你不像我渴望那樣去愛
可能更多的 就是我並不讓你渴望起來
這不是不好的事
你很好 現在別開始遺憾

我知道你捨不得的是我而不是我何以存在
所以你擁有許多 在我以後你什麼都有了
這不是了不起的奢侈
你很好 別回頭去想你一直以來習慣對人的安排

畢竟是對人 而非愛
我相信當你感覺你自己的那部分 同於我現下的
...

******* This Lyrics is NOT for Commercial use *******"
信任的樣子,Deserts Chang,29,0.771,0.714,261493,0.129,0.00374,5,0.0785,-18.209,0,0.0422,125.022,4,0.196,"那天我開始去想信任的樣子
信任臉上畫了艷麗的粧 而眼神天真
信任其實是多抽絲剝繭的詮釋
你如果還有深入淺出的表達 別怕

大部分時間裡也只是誤會一場
誤會眉梢描著迷人的歉疚 但修剪很差
誤會給人們機會確定感想
想著 沒什麼事情不值得尷尬
不值得尷尬
...

******* This Lyrics is NOT for Commercial use *******"
瘋狂的陽光,Deserts Chang,33,0.00767,0.716,234973,0.554,0.766,9,0.0734,-6.692,1,0.0282,100.031,4,0.854,"上帝用手把你捧著 此生輕輕地搖晃
可惜了我這輩子是在地上
不然誰在手裡 像在懷裡 都不必心慌
或是我們一遍遍地往天上蕩

你多狂 是有傷吧
喃喃地 喃喃 奇怪 什麼都沒有忘
瘋狂啊 瘋狂啊 那個陽光
...

******* This Lyrics is NOT for Commercial use *******"
Dear You and the Boy,Sandee Chan,28,0.771,0.637,272080,0.651,0.000845,11,0.0909,-11.916,1,0.0309,149.993,4,0.804,"像是那部我從沒看過開頭的電影
此刻的你我雖然一眼就看懂
但我也好奇你最初和你曾經
因為年輕 你追隨聽過的聲音
因為記憶 我渴望所有還未發生的事情
很多地方還是可以想去就去
很多原因適合考慮用完了就丟棄
親愛的 若我提起生活不是好重就是太輕
我繼續 你要隨意
...

******* This Lyrics is NOT for Commercial use *******"
嫁禍進行式,Deserts Chang,28,2.85e-05,0.612,251307,0.735,0.000372,2,0.101,-8.034,1,0.0258,109.943,4,0.386,"開始於大家覺得自己好髒
一扯上潔身自愛 就得先脫下你搭配好的偽裝
這開場佈置就下得漂亮
有機會沒天份肯用心就不至於怯場
恕不賒欠請買帳
嫁禍的藝術在於其實 誰不這樣?!
嫁禍的藝術無非不是見縫插針的立場
...

******* This Lyrics is NOT for Commercial use *******"
Stay-牡蠣之歌,Deserts Chang,27,0.456,0.558,304280,0.493,0.000456,3,0.112,-9.513,1,0.0275,130.007,4,0.302,"偶爾搖晃但他始終無法決定方向
傳說的土壤也或許只是沙
沙也罷 那岸邊仍是多麼神奇的地方
雖然我也會想

但我也只想想想

不安牠活在海水
而我安於鹹
歲月是你們之間
渴望牠們在季節裡面
...

******* This Lyrics is NOT for Commercial use *******"
不滅(feat.張懸),大支,22,0.356,0.752,237880,0.673,0.00417,11,0.132,-8.392,1,0.113,90.997,4,0.618,Lyrics not found
失落沙洲,LaLa Hsu,56,0.728,0.422,299347,0.366,0,7,0.112,-7.181,1,0.0333,80.197,4,0.224,"又來到這個港口 沒有原因的拘留
我的心乘著斑駁的輕舟
尋找失落的沙洲

隨時間的海浪漂流
我用力張開雙手
擁抱那麼多起起落落
想念的還是你望著我的眼波

我不是一定要你回來
只是當又一個人看海
回頭才發現你不在
留下我迂迴的徘徊

我不是一定要你回來
只是當又把回憶翻開
除了你之外的空白
...

******* This Lyrics is NOT for Commercial use *******"
真的傻 (電影《一吻定情》追愛版主題曲),LaLa Hsu,0,0.714,0.522,256000,0.383,1.67e-05,4,0.106,-10.962,1,0.0285,150.018,4,0.332,"追逐眼前 不斷消失的背影
我觸不到的距離
毫無保留 以為就能感動你
原來 差距像天地

我喜歡你 也喜歡我的機率
誤差會有幾釐米
愛不是誰夠努力 就值得被珍惜
可我 總學不會放棄

我是真的想 一輩子 賴在你身旁
可是你的步伐 快到我 已經追不上
...

******* This Lyrics is NOT for Commercial use *******"
你敢不敢,LaLa Hsu,51,0.351,0.509,235760,0.602,0,6,0.0613,-6.307,1,0.0264,91.997,4,0.187,"你的電話 我還是接了
你約見面 我還是去了
你傳的晚安 我照常回了
這樣夠嗎 夠嗎

讓自己忙碌 證明還活著
讓朋友陪我 都不好意思了
我說不愛你 你也就相信了
這樣好嗎 好嗎

你敢不敢 承認我愛上你的壞
...

******* This Lyrics is NOT for Commercial use *******"
身騎白馬,LaLa Hsu,54,0.686,0.533,313187,0.479,0,2,0.0803,-6.958,0,0.0376,130.012,4,0.294,"我愛誰 跨不過 從來也不覺得錯
自以為 抓著痛 就能往回憶裡躲
偏執相信著 受詛咒的水晶球
阻擋可能心動的理由

而你卻 靠近了 逼我們視線交錯
原地不動 或向前走 突然在意這分鐘
眼前荒沙瀰漫了等候
耳邊傳來孱弱的呼救
追趕要我愛的不保留

我身騎白馬啊 走三關
我改換素衣唷 回中原
放下西涼沒人管
...

******* This Lyrics is NOT for Commercial use *******"
最初的記憶(《夏至未至》電視劇片尾曲),LaLa Hsu,45,0.895,0.57,256670,0.281,0,5,0.0751,-11.162,1,0.0308,135.97,4,0.283,"雨過天晴之後的天
有一點不浪漫感覺
一直到彩虹出現那天
這一刻才發現再想一次之前

明明知道你會走遠
我還是 拚命靠前
才懂到明白你已經不見
我還不能妥協

我很安靜陪著你
有些懷疑
能不能陪我到最終目的

...

******* This Lyrics is NOT for Commercial use *******"
一樣的月光,LaLa Hsu,50,0.249,0.523,240387,0.575,0,1,0.0855,-5.787,1,0.0302,135.999,4,0.236,"倔強的表情
就這樣隔離了我們想觸摸的臉龐
不再體貼退讓
沉默的對話
就這樣取代了我們想聆聽的願望
不再交換悲傷
太自以為的世界
被你離開的反作用力 鎖進黑暗陷阱

一樣的月光 怎麼看得我越來越心慌
你留下最清楚的步伐
竟是指引我孤單的方向
一樣的月光 怎麼照不亮未來的形狀
...

******* This Lyrics is NOT for Commercial use *******"
行走的魚,LaLa Hsu,41,0.753,0.563,245172,0.563,0,9,0.0598,-6.451,1,0.0328,116.016,4,0.454,"《行走的魚》

寫一首歌 給你聽
來致敬 你的陰影
人們傳頌勇氣
而我可不可以
愛你哭泣的心

愛你的情緒
和你親手戴上的面具
拉扯得很痛吧 我懂你
假裝不怕 笑得暴力

我們都好像
像一條魚 行走在陸地
要學著呼吸
孤單熱鬧雙棲
忍著痛往前行

不過是 夢寐以求
長大了 怎麼你 不快樂
...

******* This Lyrics is NOT for Commercial use *******"
喜歡你,LaLa Hsu,45,0.695,0.552,256507,0.362,4.46e-05,6,0.164,-7.679,1,0.0273,109.909,4,0.26,"喜歡你 給我你的外衣
讓我像 躲在你身體裡
喜歡你 借我你的梳子
讓我用 柔軟頭髮吻你

喜歡你 車窗上的霧氣
彷彿是 你的愛在呼吸
喜歡你 那微笑的眼睛
連日落 也看作唇印

我喜歡這樣跟著你
隨便你帶我到哪裡
你的臉 慢慢貼近
明天也慢慢地慢慢清晰

我喜歡你愛我的心
輕觸我每根手指感應
...

******* This Lyrics is NOT for Commercial use *******"
你的童話 (電視劇《你也有今天》片尾曲),LaLa Hsu,45,0.686,0.472,327001,0.492,0,7,0.108,-7.976,1,0.0292,143.772,4,0.225,Lyrics not found
言不由衷,LaLa Hsu,44,0.913,0.355,261240,0.34,1.97e-06,9,0.106,-11.233,1,0.0407,115.341,4,0.201,"言不由衷
言不由衷
当唯美的祝福 都不能
阖上 爱的善变

有始有终
只能有始有终
容我为我们写 一篇祷文

愿你永远安康
愿你永远懂得飞翔
愿你真的爱 一个人 某个人 那个人
而懂温暖 来自何方

我如此坚强
愿我永远善良
愿我真爱上 一个人 某个人 那个人
...

******* This Lyrics is NOT for Commercial use *******"
尋人啟事,LaLa Hsu,40,0.79,0.332,274267,0.14,9.25e-06,4,0.0857,-14.068,1,0.0327,144.746,4,0.213,"那最後送給大家的歌是尋人啟事 謝謝

讓我看看你的照片究竟為什麼
你消失不見
多數時間你在哪邊會不會疲倦
你思念著誰

而世界的粗糙 讓我去到你身邊 難一些
而緣份的細膩 又清楚地浮現 你的臉

有些時候我也疲倦停止了思念
...

******* This Lyrics is NOT for Commercial use *******"
與愛無關 (劇集《七時吉祥》自愛勇氣曲),LaLa Hsu,43,0.755,0.403,226087,0.396,7.93e-06,8,0.0904,-6.803,1,0.0316,137.477,4,0.362,"如果把美夢都粉碎
就不用再感受傷悲
用塵灰填補空缺的軟肋

如果愛本就不高貴
憑什麼換來我狼狽面對
被摧毀的心在下墜

我明白 愛情不是生活中的必備
可還是 學不會 去習慣事與願違

與愛無關
困住我的是我的不甘
可愛不該
結束的那麼不堪

誰不可替代
...

******* This Lyrics is NOT for Commercial use *******"
浪費,LaLa Hsu,42,0.851,0.441,330773,0.294,0,7,0.0979,-9.356,1,0.0324,139.208,4,0.184,"多久了 我都沒變
愛你這回事 整整六年

你最好 做好準備
我沒有打算 停止一切

想說我沒有志願
也沒有事情好消遣
有一個人能去愛 多珍貴

沒關係你也不用給我機會
反正我還有一生可以浪費
我就是剩這麼一點點倔 稱得上 我的優點
...

******* This Lyrics is NOT for Commercial use *******"
Prototype,LaLa Hsu,19,0.884,0.422,242006,0.293,2.03e-05,7,0.11,-11.323,1,0.0384,131.296,4,0.326,"很想你 可當你在這裡
好不容易走到一起 卻還是感覺有距離
很像我 想證明在這裡
好不容易找到話題 卻忘記該怎麼盡興

沒有關係
我喜歡我們的不積極
動不動就冷場也可以
讓我捧著你的安靜

沒有關係
我們不急著去看美景
也是因為在混沌夜裡
才願一步一步 走得那麼小心 啊哦
...

******* This Lyrics is NOT for Commercial use *******"
虧欠 (劇集《左耳》原創主題曲),LaLa Hsu,36,0.876,0.42,248740,0.237,0,7,0.104,-10.545,1,0.0522,76.282,4,0.166,"當我聽見
你慢慢地走進我的世界
時間漸漸模糊愛的界限
地轉天旋往往一念之間
放下懷疑才能放肆去想念

我們都一樣 孤單又迷惘
在愛裡不知所措的堅強
給就給了吧 算就算了吧
唱過的情歌 說過的情話
註定來路上分岔

...

******* This Lyrics is NOT for Commercial use *******"
到此為止,LaLa Hsu,47,0.0358,0.398,220893,0.56,1.9e-05,5,0.0863,-4.838,1,0.036,149.811,4,0.3,"自甘墮落再一次 把推理發揮極致
我們禁得起幾次誠實
與其被牽絆挾持
反目成仇都勝過
若無其事

背叛自己的意志 苦笑著替你解釋
她無辜介入這個事實
我有妒忌的體質
卻把原諒的權利
當成恩賜

到此為止
各有各的天地 依然相互淩遲
...

******* This Lyrics is NOT for Commercial use *******"
我經過風暴 (電影《我經過風暴》同名主題推廣曲),LaLa Hsu,26,0.622,0.467,200455,0.51,0,3,0.345,-6.608,1,0.058,175.889,4,0.286,Lyrics not found
突然好想你,LaLa Hsu,41,0.801,0.418,271693,0.34,0,8,0.149,-10.545,1,0.0356,139.64,4,0.434,"最怕 空氣突然安靜
最怕 朋友突然的關心
最怕回憶 突然翻滾絞痛著不平息
最怕突然 聽到你的消息

想念 如果會有聲音
不願 那是悲傷的哭泣
事到如今 終於讓自己屬於 我自己
只剩眼淚 還騙不過自己

突然好想你 你會在哪裡 過得快樂或委屈
...

******* This Lyrics is NOT for Commercial use *******"
Vanishing Love,LaLa Hsu,21,0.789,0.326,280097,0.302,6.81e-06,7,0.0899,-9.625,1,0.0335,118.439,3,0.162,"總算有了結論
過程是和平的
一起走著以為就是永恆
這天還是來了

我不是無辜的
你只是明明確確地
不愛我了

沒有第三者的分手
原來比不忠誠更痛
從客觀或主觀來說
壞人都是 放不下的我
...

******* This Lyrics is NOT for Commercial use *******"
一愛難求 (電視劇《扶搖》片尾曲),LaLa Hsu,39,0.734,0.493,262206,0.419,0,11,0.253,-9.389,0,0.0309,136.025,4,0.165,"你懂什麼 三界有什麼好
若無貪嗔 若並無煩惱
又怎能叫我 一步三回頭
為愛愁為恨求 為情把魂魄都丟掉
要我愛的那個愛我 只要那一個愛我

你用什麼 換這一愛難求
若無病弱 若永無蒼老
又怎叫花火 孤身逐星斗
為人瘦為心留 為夢把運氣都趕跑
要我美的奪他魂魄 一直在他心裡閃爍
...

******* This Lyrics is NOT for Commercial use *******"
人啊,LaLa Hsu,37,0.91,0.415,219200,0.225,2.4e-06,11,0.106,-11.634,1,0.0408,143.202,4,0.183,"有些痛重疊了 有些夢撕裂了
有時候在笑之前已經哭過了
有些愛錯過了 有些淚流乾了
那些人走了就不再回來了

有時候我笑著 以為夠幸福了
有時候抱怨日子虛偽的過著
有時候想不起來存在的理由
只因為 因為不再有你看著

...

******* This Lyrics is NOT for Commercial use *******"
光陰獨白 (電視劇《你是我的榮耀》片尾曲),LaLa Hsu,39,0.916,0.243,204973,0.258,8e-06,9,0.128,-9.887,1,0.0345,59.153,4,0.191,"我夢過星光牽衣袖
白色襯衫 覆清瘦肩頭
我看過流年愈傷口
總會有人 奔赴這天長地久

繁華路口
闌珊燈火下驀然回首

...

******* This Lyrics is NOT for Commercial use *******"
懼高症,LaLa Hsu,37,0.783,0.654,267253,0.304,0,4,0.0921,-12.446,1,0.0322,116.021,4,0.28,"高空彈跳的刺激我不想聽 沒興趣冒險的遊戲
當你邀請我為何輕易答應 你的語氣讓我安心

摩天輪上的夜景浪漫絢麗 半空中我忘了恐懼
當你親吻我分散了注意力 怕高的我看見星星

你讓天空失去距離 我讓我離開了遲疑
往上攀登愛情告別回憶 我在愛著你

...

******* This Lyrics is NOT for Commercial use *******"
不捨(《斗羅大陸》動畫片尾曲),LaLa Hsu,38,0.546,0.579,277453,0.651,0,7,0.158,-5.489,1,0.0266,112.041,4,0.359,"還是要分離 沒勇氣 留住你 訣別身影
失落的森林 誰在哭泣
還是不放棄 我不要 去聆聽 所謂天意
拼了命找尋 有關於你

星斗蒼涼 月色照亮
世界在你眼眸 不捨形狀
思念蔓 延滋長 那段時光
除了誓言 有太多沒對你講

你是我不願遺忘的時光
也是我奮不顧身的瘋狂
聽見嗎 我的呼喚
跨越悲傷 奔向你的胸膛

...

******* This Lyrics is NOT for Commercial use *******"
在你不知道的时间里爱你很久 - 电影《我在时间尽头等你》片尾曲,LaLa Hsu,34,0.936,0.39,258731,0.347,4.28e-06,4,0.0997,-8.637,1,0.04,139.473,4,0.179,"多久
却都没说出口
我想我能够
不分昼夜等候
温柔
就算
到世界的尽头
我愿倾尽所有
握紧你的双手 不需要理由
就这样 忘了永远多长
就这样 忘了时间的重量
那一天 一分一秒
是 你的模样
将我生命 无限期地延长
...

******* This Lyrics is NOT for Commercial use *******"
灰色,LaLa Hsu,36,0.809,0.308,322880,0.319,2.81e-05,9,0.0992,-7.361,1,0.031,140.917,4,0.259,"清晨捨不得醒的美夢是你
那柔和清甜的棉花糖是你
傳遞祝福的梔子花是你
那慵懶飄飄蕩蕩的雲朵是你

如果生命可以用顏色比喻
只有你的存在能和我融為一體

Baby I have loved you from the start
現在過去未來都一樣
對你除了愛沒有其他
都一樣
多希望始終都一樣

白色 (的你)
白色 (的你)
白色的你啊

白色 (的你)
白色 (的你)
白色的我們
在哪裡
...

******* This Lyrics is NOT for Commercial use *******"
不要再孤單(電影《微微一笑很傾城》主題曲),LaLa Hsu,33,0.744,0.436,222677,0.433,1.25e-05,6,0.109,-7.05,1,0.0303,136.174,4,0.269,"我在樹葉落下的時候等你
帶你去見我的初心
那是一如童年的晴朗天氣
有人唱綠草如茵
我要多麼的努力
才能換來你的心
我想我應該非常確定
你是我唯一

我想你說 你不要再孤單
讓我做你的伴
有苦我為你分擔
我想你說 你不要再孤單
...

******* This Lyrics is NOT for Commercial use *******"
大雨將至(《女醫明妃傳》電視劇主題曲),LaLa Hsu,33,0.519,0.341,231779,0.464,0,9,0.093,-7.463,0,0.0434,80.577,4,0.232,"不相見 不相見
那一人 那一面
也不怨 你我錯過的流年

某一年 某一眼
誰留戀 誰無言
擦過肩 緣分就別再爭辯

若不是 那一眼輾轉的相思
愛一人 用一世 不自知
到如今 滿城風雨 也別解釋
用盡天下的藥石 難解人間的相思
...

******* This Lyrics is NOT for Commercial use *******"
不難,LaLa Hsu,34,0.826,0.526,280640,0.407,0,3,0.107,-7.704,0,0.0308,117.913,4,0.376,"我的東西你早已經整理完
其實寧願你別答應那麼快
提分手的人往往想再努力看看
誰真的能一刀兩斷

我也清楚這次不該再心軟
對於你的體貼全然不責怪
反而羨慕起有些人分得不愉快
才捨得轉身離開

說再見 不難
就別問是誰真心想說出來
像家人像朋友都只是欺瞞
當初多喜歡只是惡性循環

說抱歉 不難
...

******* This Lyrics is NOT for Commercial use *******"
