Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics,lyrics,final_lyrics
真實,A-Mei Chang,46,0.751,0.305,279560,0.456,0.0,11,0.135,-6.737,1,0.03,137.095,4,0.315,你說的話在我心中生了根愛得很深所以心會疼記憶在我的心中翻滾是不是每一個人都像我一樣笨只怕再問對彼此都太殘忍我能感覺另外一個人我等等笑容換成淚痕愛在崩潰的時候比較真太多疑問知道答案又如何,"['你', '說', '的', '話', '在', '我', '心', '中', '生', '了', '根', '愛', '得', '很', '深', '所以', '心', '會', '疼', '記憶', '在', '我', '的', '心', '中', '翻滾', '是', '不', '是', '每', '一', '個', '人', '都', '像', '我', '一樣', '笨', '只', '怕', '再', '問', '對', '彼此', '都', '太', '殘忍', '我', '能', '感覺', '另外', '一', '個', '人', '我', '等等', '笑容', '換成', '淚痕', '愛', '在', '崩潰', '的', '時候', '比較', '真', '太多', '疑問', '知道', '答案', '又', '如何']",話 心 生 根 愛 深 心 疼 記憶 心 翻滾 笨 怕 問 太 殘忍 感覺 笑容 換成 淚痕 愛 崩潰 比較 真 太多 疑問 知道 答案
我最親愛的,A-Mei Chang,47,0.566,0.431,284040,0.486,0.0,4,0.112,-6.768,1,0.0285,141.822,4,0.2,很想知道你近況我聽人說還不如你對我講經過那段遺憾請你放心我變得更加堅強世界不管怎樣荒涼愛過你就不怕孤單我最親愛的你過得怎麼樣沒我的日子你別來無恙依然親愛的我沒讓你失望讓我親一親像過去一樣,"['很', '想', '知道', '你', '近況', '我', '聽', '人', '說', '還不如', '你', '對', '我', '講', '經過', '那', '段', '遺憾', '請', '你', '放心', '我', '變', '得', '更加', '堅強', '世界', '不管', '怎樣', '荒涼', '愛', '過', '你', '就', '不', '怕', '孤單', '我', '最', '親愛', '的', '你', '過', '得', '怎麼樣', '沒', '我', '的', '日子', '你', '別來無恙', '依然', '親愛的', '我', '沒', '讓', '你', '失望', '讓', '我', '親', '一', '親', '像', '過去', '一樣']",想 知道 近況 聽 還不如 講 段 遺憾 放心 變 更加 堅強 世界 荒涼 愛 怕 孤單 親愛 沒 日子 別來無恙 依然 親愛的 沒 失望 親 親 過去
記得,A-Mei Chang,52,0.903,0.4,286240,0.336,0.0,11,0.206,-9.378,1,0.0334,60.455,4,0.306,記得誰還記得是誰先說永遠的愛我以前的一句話是我們以後的傷口過了太久沒人記得當初那些溫柔我和你手牽手說要一起走到最後我們都忘了這條路走了多久心中是清楚的有一天有一天都會停的讓時間說真話雖然我也害怕在天黑了以後我們都不知道會不會有以後,"['記得', '誰', '還', '記得', '是', '誰', '先', '說', '永遠', '的', '愛', '我', '以前', '的', '一', '句', '話', '是', '我們', '以後', '的', '傷口', '過', '了', '太', '久', '沒', '人', '記得', '當初', '那些', '溫柔', '我', '和', '你', '手', '牽', '手', '說', '要', '一起', '走到', '最後', '我們', '都', '忘', '了', '這', '條', '路', '走', '了', '多久', '心', '中', '是', '清楚', '的', '有', '一', '天', '有', '一', '天', '都', '會', '停', '的', '讓', '時間', '說', '真話', '雖然', '我', '也', '害怕', '在', '天黑', '了', '以後', '我們', '都', '不', '知道', '會不會', '有', '以後']",記得 記得 先 永遠 愛 以前 句 話 以後 傷口 太 久 沒 記得 當初 溫柔 手 牽 手 一起 走到 最後 忘 條 路 走 多久 心 清楚 天 天 停 時間 真話 害怕 天黑 以後 知道 會不會 以後
原來你什麼都不要,A-Mei Chang,51,0.673,0.592,288160,0.348,0.0,5,0.209,-11.07,1,0.0297,114.693,4,0.236,我知道這樣不好也知道你的愛只能那麼少我只有不停的要要到你想逃淚濕的枕頭曬乾就好眼淚在你的心裡只是無理取鬧以為在你身後是我一輩子的驕傲原來你什麼都不想要我不要你的呵護你的玫瑰只要你好好久久愛我一遍就算虛榮也好貪心也好哪個女人對愛不自私不奢望我不要你的承諾不要你的永遠只要你真真切切愛我一遍,"['我', '知道', '這樣', '不', '好', '也', '知道', '你', '的', '愛', '只', '能', '那麼少', '我', '只有', '不停', '的', '要', '要', '到', '你', '想', '逃', '淚', '濕', '的', '枕頭', '曬乾', '就', '好', '眼淚', '在', '你', '的', '心', '裡', '只是', '無理取鬧', '以為', '在', '你', '身後', '是', '我', '一', '輩子', '的', '驕傲', '原來', '你', '什麼', '都', '不', '想要', '我', '不', '要', '你', '的', '呵護', '你', '的', '玫瑰', '只要', '你', '好好', '久久', '愛', '我', '一', '遍', '就算', '虛榮', '也好', '貪心', '也好', '哪', '個', '女人', '對', '愛', '不', '自私', '不', '奢望', '我', '不', '要', '你', '的', '承諾', '不', '要', '你', '的', '永遠', '只要', '你', '真真切切', '愛', '我', '一', '遍']",知道 知道 愛 那麼少 不停 想 逃 淚 濕 枕頭 曬乾 眼淚 心 裡 無理取鬧 身後 輩子 驕傲 原來 想要 呵護 玫瑰 好好 久久 愛 遍 虛榮 貪心 女人 愛 自私 奢望 承諾 永遠 真真切切 愛 遍
彩虹,A-Mei Chang,47,0.237,0.536,263867,0.53,0.0,11,0.0794,-5.367,1,0.0239,78.054,4,0.445,你整齊潔白的床是我傾訴的地方抱你哭著到天亮你等待幸福的廚房那次情人節晚餐卻是我陪著你嚐衣櫃不算太寬藏著你的天堂依然歡迎我分享我們的愛很像都因男人而受傷卻又繼續碰撞,"['你', '整齊', '潔白', '的', '床', '是', '我', '傾訴', '的', '地方', '抱', '你', '哭', '著', '到', '天亮', '你', '等待', '幸福', '的', '廚房', '那', '次', '情人節', '晚餐', '卻', '是', '我', '陪', '著', '你', '嚐', '衣櫃', '不', '算', '太', '寬', '藏', '著', '你', '的', '天堂', '依然', '歡迎', '我', '分享', '我們', '的', '愛', '很', '像', '都', '因', '男人', '而', '受傷', '卻', '又', '繼續', '碰撞']",整齊 潔白 床 傾訴 地方 抱 哭 天亮 等待 幸福 廚房 次 情人節 晚餐 陪 嚐 衣櫃 算 太 寬 藏 天堂 依然 歡迎 分享 愛 男人 受傷 繼續 碰撞
剪愛,A-Mei Chang,47,0.76,0.518,282160,0.261,0.0,5,0.111,-11.406,1,0.0327,135.303,4,0.259,人變了心言而無信人斷了情無謂傷心我一直聆聽我閉上眼睛不敢看你的表情滿天流星無窮無盡我的眼淚擦不乾淨所以絕口不提所以暗自反省終於我掙脫了愛情把愛剪碎了隨風吹向大海有許多事讓淚水洗過更明白,"['人', '變', '了', '心', '言', '而無信', '人', '斷', '了', '情', '無謂', '傷心', '我', '一直', '聆聽', '我', '閉上', '眼睛', '不', '敢', '看', '你', '的', '表情', '滿', '天', '流星', '無窮無盡', '我', '的', '眼淚', '擦', '不', '乾淨', '所以', '絕口不', '提', '所以', '暗自', '反省', '終於', '我', '掙脫', '了', '愛情', '把', '愛', '剪碎', '了', '隨', '風', '吹向', '大海', '有', '許多', '事', '讓', '淚水', '洗', '過', '更', '明白']",變 心 言 而無信 斷 情 無謂 傷心 一直 聆聽 閉上 眼睛 敢 表情 滿 天 流星 無窮無盡 眼淚 擦 乾淨 絕口不 提 暗自 反省 終於 掙脫 愛情 愛 剪碎 風 吹向 大海 事 淚水 洗 明白
身後,A-Mei Chang,48,0.857,0.556,266558,0.442,0.0,10,0.108,-6.557,1,0.0337,77.878,3,0.364,我喜歡看你孩子般走在前頭像第一次發現世界的探索告訴我鮮豔的顏色好多你改不掉突然停下來回過頭想再一次習慣性確認什麼像是要牽手或是一起走直到風景褪色的時候你身後會有我守護你看見盡頭的背後那片天空等著另一端新的生活能不能答應我臨別時候或許你就先走徒留感傷就請你留給我,"['我', '喜歡', '看', '你', '孩子', '般', '走', '在', '前頭', '像', '第一', '次', '發現', '世界', '的', '探索', '告訴', '我', '鮮豔', '的', '顏色', '好多', '你', '改', '不', '掉', '突然', '停下來', '回', '過', '頭', '想', '再一次', '習慣性', '確認', '什麼', '像是', '要', '牽', '手', '或是', '一起', '走', '直到', '風景', '褪色', '的', '時候', '你', '身後', '會', '有', '我', '守護', '你', '看見', '盡頭', '的', '背後', '那', '片', '天空', '等', '著', '另', '一', '端', '新', '的', '生活', '能不能', '答應', '我', '臨別', '時候', '或許', '你', '就', '先', '走', '徒留', '感傷', '就', '請', '你', '留給', '我']",喜歡 孩子 般 走 前頭 第一 次 發現 世界 探索 告訴 鮮豔 顏色 好多 改 掉 突然 停下來 回 頭 想 再一次 習慣性 確認 像是 牽 手 一起 走 風景 褪色 身後 守護 看見 盡頭 背後 片 天空 端 新 生活 能不能 答應 臨別 或許 先 走 徒留 感傷 留給
我要快樂,A-Mei Chang,47,0.502,0.333,251307,0.512,0.0,7,0.0982,-5.227,1,0.038,133.343,4,0.122,又被愛傷了一遍無所謂當作成長剛剛走開的人煙還點著味道卻淡了我並不是天生愛寂寞卻比任何人都多就算把世界給我我還是一無所有我要快樂我要能睡的安穩有些人不抱了才溫暖離開了才不恨我早應該割捨我要快樂哪怕笑的再大聲,"['又', '被', '愛', '傷', '了', '一', '遍', '無所謂', '當作', '成長', '剛剛', '走開', '的', '人煙', '還', '點著', '味道', '卻', '淡', '了', '我', '並', '不', '是', '天生', '愛', '寂寞', '卻', '比', '任何', '人', '都', '多', '就算', '把', '世界', '給', '我', '我', '還是', '一無所有', '我', '要', '快樂', '我', '要', '能', '睡', '的', '安穩', '有', '些', '人', '不', '抱', '了', '才', '溫暖', '離開', '了', '才', '不', '恨', '我', '早', '應該', '割捨', '我', '要', '快樂', '哪怕', '笑', '的', '再', '大聲']",愛 傷 遍 無所謂 當作 成長 剛剛 走開 人煙 點著 味道 淡 天生 愛 寂寞 世界 一無所有 快樂 睡 安穩 抱 溫暖 離開 恨 早 應該 割捨 快樂 笑 大聲
最愛的人傷我最深,A-Mei Chang,46,0.187,0.463,302560,0.477,0.0,7,0.102,-8.663,1,0.0398,179.849,4,0.36,黑夜來得無聲愛情散得無痕刻骨的風捲起心的清冷吹去多年情份只剩我一人兩朵孤單的魂會心的眼神你我的苦竟是如此吻合感情的淪落人相遇在這傷感的城我最深愛的人傷我卻是最深進退我無權選擇緊緊關上心門留下片刻溫存只怕還有來生我愛的依然最真我最深愛的人傷我卻是最深教人無助的深刻,"['黑夜', '來得', '無聲', '愛情', '散', '得', '無痕刻骨', '的', '風', '捲起', '心', '的', '清冷', '吹去', '多', '年', '情份', '只', '剩', '我', '一', '人', '兩', '朵', '孤單', '的', '魂', '會心', '的', '眼神', '你我', '的', '苦', '竟是', '如此', '吻合', '感情', '的', '淪落', '人', '相遇', '在', '這', '傷感', '的', '城', '我', '最', '深', '愛', '的', '人', '傷', '我', '卻', '是', '最', '深', '進退', '我', '無', '權', '選擇', '緊緊', '關上', '心門', '留下', '片刻', '溫存', '只', '怕', '還', '有', '來生', '我', '愛', '的', '依然', '最', '真', '我', '最', '深', '愛', '的', '人', '傷', '我', '卻', '是', '最', '深', '教', '人', '無助', '的', '深刻']",黑夜 來得 無聲 愛情 散 無痕刻骨 風 捲起 心 清冷 吹去 情份 剩 兩 朵 孤單 魂 會心 眼神 你我 苦 竟是 吻合 感情 淪落 相遇 傷感 城 深 愛 傷 深 進退 權 選擇 緊緊 關上 心門 留下 片刻 溫存 怕 來生 愛 依然 真 深 愛 傷 深 教 無助 深刻
你是愛我的,A-Mei Chang,39,0.605,0.363,238373,0.412,0.0,8,0.177,-6.437,1,0.0318,123.689,4,0.268,同樣的一場日落同樣你還是沒說只是抱緊我時間一到就鬆手你用一萬個理由都比沉默還溫柔為什麼愛我又不斷退後你害怕的是什麼你想要的是什麼站在你背後我連呼吸都痛我要相信你是愛我的我要相信你是勇敢的我煩時間是最殘酷的我怎麼等我要相信你是愛我的,"['同樣', '的', '一', '場', '日落', '同樣', '你', '還是', '沒', '說', '只是', '抱緊', '我', '時間', '一', '到', '就', '鬆手', '你', '用', '一萬', '個', '理由', '都', '比', '沉默', '還', '溫柔', '為什麼', '愛', '我', '又', '不斷', '退後', '你', '害怕', '的', '是', '什麼', '你', '想要', '的', '是', '什麼', '站', '在', '你', '背後', '我', '連', '呼吸', '都', '痛', '我', '要', '相信', '你', '是', '愛', '我', '的', '我', '要', '相信', '你', '是', '勇敢', '的', '我', '煩', '時間', '是', '最', '殘酷', '的', '我', '怎麼', '等', '我', '要', '相信', '你', '是', '愛', '我', '的']",同樣 場 日落 同樣 沒 抱緊 時間 鬆手 一萬 理由 沉默 溫柔 愛 不斷 退後 害怕 想要 站 背後 呼吸 痛 相信 愛 相信 勇敢 煩 時間 殘酷 相信 愛
母系社會,A-Mei Chang,40,0.518,0.565,235253,0.597,0.0,6,0.648,-7.13,1,0.0444,129.994,4,0.4,我不會耕田吃草讓人下注什麼理由發明什麼叫馬子難道是想讓匹馬為你生個兒子我沒有兄弟聚會那些幌子還可以煮好宵夜當做沒事仔細想想你就會知道誰才是傻子我笑得柔軟心卻比鐵還剛世界男人稱王女人卻什麼都扛不要再說要進廚房能出廳堂不要再說要會鋪床又能著床這個世界沒有女人該怎麼辦你想你想不要以為西裝革履就是戰袍不要以為浴帽圍裙就是渺小,"['我', '不會', '耕田', '吃草', '讓', '人', '下注', '什麼', '理由', '發明', '什麼', '叫', '馬子', '難道', '是', '想', '讓', '匹', '馬', '為', '你', '生', '個', '兒子', '我', '沒有', '兄弟', '聚會', '那些', '幌子', '還可以', '煮好', '宵夜', '當做', '沒', '事', '仔細', '想想', '你', '就', '會', '知道', '誰', '才', '是', '傻子', '我', '笑', '得', '柔軟', '心', '卻', '比', '鐵', '還', '剛', '世界', '男人', '稱王', '女人', '卻', '什麼', '都', '扛', '不要', '再', '說', '要', '進', '廚房', '能', '出', '廳堂', '不要', '再', '說', '要', '會', '鋪床', '又', '能', '著床', '這', '個', '世界', '沒有', '女人', '該', '怎麼辦', '你', '想', '你', '想', '不要', '以為', '西裝', '革履', '就', '是', '戰袍', '不要', '以為', '浴帽', '圍裙', '就', '是', '渺小']",不會 耕田 吃草 下注 理由 發明 馬子 難道 想 匹 馬 生 兒子 兄弟 聚會 幌子 還可以 煮好 宵夜 當做 沒 事 仔細 想想 知道 傻子 笑 柔軟 心 鐵 剛 世界 男人 稱王 女人 扛 不要 進 廚房 出 廳堂 不要 鋪床 著床 世界 女人 想 想 不要 西裝 革履 戰袍 不要 浴帽 圍裙 渺小
傲嬌,A-Mei Chang,40,0.0569,0.568,250347,0.707,0.0,6,0.101,-6.488,1,0.0756,164.042,4,0.27,紅了眼發高燒青蛙腿假清高黑魔咒哪一招忌妒心在發泡女孩們請祈禱毒蘋果在偷笑迷魂藥用不著都愛我我知道唉好難熬我前凸後翹又招惹誰了最新款水蛇腰老遠聞到妳醋味在發酵誰怕誰誤會我生來高調奉勸生人勿擾女巫盛裝狂歡讓忌妒燒,"['紅', '了', '眼', '發高燒', '青蛙', '腿', '假', '清高', '黑', '魔咒', '哪', '一', '招', '忌妒心', '在', '發泡', '女孩', '們', '請', '祈禱', '毒', '蘋果', '在', '偷笑', '迷魂藥', '用不著', '都', '愛', '我', '我', '知道', '唉', '好', '難熬', '我', '前', '凸', '後翹', '又', '招惹', '誰', '了', '最', '新款', '水蛇', '腰', '老遠', '聞到', '妳', '醋味', '在', '發酵', '誰', '怕', '誰', '誤會', '我', '生來', '高調', '奉勸', '生人', '勿', '擾', '女巫', '盛裝', '狂歡', '讓', '忌妒', '燒']",紅 眼 發高燒 青蛙 腿 假 清高 黑 魔咒 招 忌妒心 發泡 女孩 祈禱 毒 蘋果 偷笑 迷魂藥 用不著 愛 知道 難熬 前 凸 後翹 招惹 新款 水蛇 腰 老遠 聞到 妳 醋味 發酵 怕 誤會 生來 高調 奉勸 生人 勿 擾 女巫 盛裝 狂歡 忌妒 燒
別在傷口灑鹽,A-Mei Chang,42,0.354,0.511,310040,0.365,0.0,4,0.0786,-11.368,1,0.0352,126.889,4,0.103,好久不見你瘦了一大圈苦笑的臉忙而累你說好男人絕種了愛一年往往要傷個三五年你拒絕再看見晴天卻總問離快樂有多遠愛的平衡點小心拿捏該醒的時候你卻還想醉最後只有往幸福門外退,"['好', '久', '不', '見', '你', '瘦', '了', '一', '大', '圈', '苦笑', '的', '臉', '忙', '而', '累', '你', '說', '好', '男人', '絕種', '了', '愛', '一', '年', '往往', '要', '傷', '個', '三五', '年', '你', '拒絕', '再', '看見', '晴天', '卻', '總', '問', '離', '快樂', '有', '多', '遠', '愛', '的', '平衡點', '小心', '拿捏', '該', '醒', '的', '時候', '你', '卻', '還', '想', '醉', '最後', '只有', '往', '幸福', '門', '外', '退']",久 見 瘦 圈 苦笑 臉 忙 累 男人 絕種 愛 往往 傷 三五 拒絕 看見 晴天 總 問 快樂 遠 愛 平衡點 小心 拿捏 醒 想 醉 最後 幸福 門 外 退
緩緩,A-Mei Chang,37,0.791,0.461,227333,0.577,3.01e-06,8,0.0924,-7.164,1,0.122,172.006,4,0.549,懷念半空中的雲調整時差像微醺再也看不見表情想擁抱都要顧慮難得都待家裡跟你多久沒談心不要只追劇該聚的快聚明天有太多說不定火車上的你像孩子興奮對風景行禮我笑個不停這畫面得來不易緩緩地要我們等等匆忙的敷衍的都停了不急了喚喚這個需要透氣的我世界說你該有新的步調往前走,"['懷念', '半空', '中', '的', '雲', '調整', '時差', '像', '微醺', '再', '也', '看', '不', '見', '表情', '想', '擁抱', '都', '要', '顧慮', '難得', '都', '待', '家', '裡', '跟', '你', '多久', '沒', '談心', '不要', '只', '追劇', '該', '聚', '的', '快', '聚', '明天', '有', '太多', '說不定', '火車', '上', '的', '你', '像', '孩子', '興奮', '對', '風景', '行禮', '我', '笑', '個', '不停', '這', '畫面', '得來', '不易', '緩緩', '地', '要', '我們', '等等', '匆忙', '的', '敷衍', '的', '都', '停', '了', '不', '急', '了', '喚喚', '這', '個', '需要', '透氣', '的', '我', '世界', '說', '你', '該', '有', '新', '的', '步調', '往', '前', '走']",懷念 半空 雲 調整 時差 微醺 見 表情 想 擁抱 顧慮 難得 家 裡 多久 沒 談心 不要 追劇 聚 快 聚 明天 太多 說不定 火車 孩子 興奮 風景 行禮 笑 不停 畫面 得來 不易 緩緩 匆忙 敷衍 停 急 喚喚 需要 透氣 世界 新 步調 前 走
血腥愛情故事,A-Mei Chang,43,0.387,0.455,262333,0.538,0.0,7,0.227,-6.64,0,0.035,140.092,4,0.299,你嚐過的那些甜頭都是寂寞的果實那是活生生從心頭裡割下的我一塊肉像一個贈品從來都不假思索你銳利我就腥風血雨洋洋灑灑當個寫手就讓我緊跟著你起承轉合讓我為你寫一本恐怖小說誰可疑誰可憐誰無辜誰茍活我已經看到最後結果就讓我來代替你承先啟後刻骨銘心像一本情愛小說,"['你', '嚐', '過', '的', '那些', '甜頭', '都', '是', '寂寞', '的', '果實', '那', '是', '活生生', '從', '心頭', '裡', '割下', '的', '我', '一', '塊', '肉', '像', '一', '個', '贈品', '從來', '都', '不', '假', '思索', '你', '銳利', '我', '就', '腥風血雨', '洋洋灑灑', '當', '個', '寫手', '就', '讓', '我', '緊跟', '著', '你', '起承轉合', '讓', '我', '為', '你', '寫', '一', '本', '恐怖', '小說', '誰', '可疑', '誰', '可憐', '誰', '無辜', '誰', '茍活', '我', '已經', '看到', '最後', '結果', '就', '讓', '我', '來', '代替', '你', '承先啟後', '刻骨銘心', '像', '一', '本', '情愛', '小說']",嚐 甜頭 寂寞 果實 活生生 心頭 裡 割下 塊 肉 贈品 從來 假 思索 銳利 腥風血雨 洋洋灑灑 寫手 緊跟 起承轉合 寫 恐怖 小說 可疑 可憐 無辜 茍活 已經 看到 最後 代替 承先啟後 刻骨銘心 情愛 小說
你說了算,A-Mei Chang,39,0.0103,0.45,246604,0.719,0.0,6,0.0983,-4.592,1,0.0519,190.016,3,0.645,說要了斷你說得簡單什麼時候你可以這樣隨口說了就就別再演戲省下拙劣的表情我早已看清只是選擇相信等待一切透明事實醜陋得要命被狠狠傷的是我的不離不棄我已經不再認得你既然都這樣那我人生可以沒有你說要了斷說得簡單什麼時候你可以這樣隨口說了就算說什麼我愛你怎麼可以說得這麼自然說什麼我愛你說什麼我願意讓時間證明證明失敗從此後你不用再不用再煩你知道我的作風,"['說', '要', '了斷', '你', '說', '得', '簡單', '什麼', '時候', '你', '可以', '這樣', '隨口', '說', '了', '就', '就', '別', '再', '演戲', '省下', '拙劣', '的', '表情', '我', '早已', '看清', '只是', '選擇', '相信', '等待', '一切', '透明', '事實', '醜陋', '得', '要命', '被', '狠狠', '傷', '的', '是', '我', '的', '不', '離', '不', '棄', '我', '已經', '不再', '認得', '你', '既然', '都', '這樣', '那', '我', '人生', '可以', '沒有', '你', '說', '要', '了斷', '說', '得', '簡單', '什麼', '時候', '你', '可以', '這樣', '隨口', '說', '了', '就算', '說', '什麼', '我', '愛', '你', '怎麼', '可以', '說', '得', '這麼', '自然', '說', '什麼', '我', '愛', '你', '說', '什麼', '我', '願意', '讓', '時間', '證明', '證明', '失敗', '從此後', '你', '不用', '再', '不用', '再', '煩', '你', '知道', '我', '的', '作風']",了斷 簡單 隨口 演戲 省下 拙劣 表情 早已 看清 選擇 相信 等待 透明 事實 醜陋 要命 狠狠 傷 棄 已經 不再 認得 人生 了斷 簡單 隨口 愛 自然 愛 願意 時間 證明 證明 失敗 從此後 不用 不用 煩 知道 作風
勇敢,A-Mei Chang,40,0.879,0.309,239917,0.499,0.0,8,0.2,-6.577,1,0.0337,125.642,4,0.268,黑暗中寂靜伸出的雙手冰冷的空氣像火害怕又收手路太遠誰的眼神永遠盲目跟你一起走怎樣才會懂記憶裡愛應該總是溫柔有了這一切才能不怕黑夜是我勇敢太久決定為你一個人而活,"['黑暗', '中', '寂靜', '伸出', '的', '雙手', '冰冷', '的', '空氣', '像', '火', '害怕', '又', '收手', '路', '太', '遠', '誰', '的', '眼神', '永遠', '盲目', '跟', '你', '一起', '走', '怎樣', '才', '會', '懂', '記憶', '裡', '愛', '應該', '總是', '溫柔', '有', '了', '這', '一切', '才', '能', '不', '怕', '黑夜', '是', '我', '勇敢', '太', '久', '決定', '為', '你', '一', '個', '人', '而', '活']",黑暗 寂靜 伸出 雙手 冰冷 空氣 火 害怕 收手 路 太 遠 眼神 永遠 盲目 一起 走 懂 記憶 裡 愛 應該 總是 溫柔 怕 黑夜 勇敢 太 久 決定 活
我可以抱你嗎,A-Mei Chang,43,0.453,0.755,296467,0.347,3.64e-06,11,0.0947,-12.326,0,0.0359,135.954,4,0.378,外面下著雨猶如我心血在滴愛你那麼久其實算算不容易就要分東西明天不再有關係留在家裡的衣服有空再來拿回去不去想愛都結了果捨不得拼命找藉口不勉強你再為了我心不在留不留都是痛我可以抱你嗎愛人讓我在你肩膀哭泣如果今天我們就要分離讓我痛快的哭出聲音我可以抱你嗎寶貝,"['外面', '下', '著', '雨', '猶如', '我', '心血', '在', '滴', '愛', '你', '那麼', '久', '其實', '算算', '不', '容易', '就', '要', '分', '東西', '明天', '不再', '有關係', '留在', '家', '裡', '的', '衣服', '有空', '再', '來', '拿回去', '不', '去', '想', '愛', '都', '結', '了', '果', '捨不得', '拼命', '找', '藉口', '不', '勉強', '你', '再', '為了', '我', '心不', '在', '留', '不', '留', '都', '是', '痛', '我', '可以', '抱', '你', '嗎', '愛人', '讓', '我', '在', '你', '肩膀', '哭泣', '如果', '今天', '我們', '就', '要', '分離', '讓', '我', '痛快', '的', '哭出', '聲音', '我', '可以', '抱', '你', '嗎', '寶貝']",外面 雨 猶如 心血 滴 愛 久 其實 算算 容易 東西 明天 不再 有關係 留在 家 裡 衣服 有空 拿回去 想 愛 結 果 捨不得 拼命 找 藉口 勉強 心不 留 留 痛 抱 愛人 肩膀 哭泣 今天 分離 痛快 哭出 聲音 抱 寶貝
哭砂,A-Mei Chang,39,0.775,0.443,368400,0.267,0.0,3,0.163,-12.897,1,0.034,131.775,4,0.162,你是我最苦澀的等待讓我歡喜又害怕未來你最愛說你是一顆塵埃偶而會惡作劇的飄進我眼裡寧願我哭泣不讓我愛你你就真的像塵埃消失在風裡難得來看我卻又離開我讓那手中瀉落的砂像淚水流你是我最痛苦的抉擇為何你從不放棄飄泊海對你是那麼難分難捨你總是帶回滿口袋的砂給我難得來看我卻又離開我,"['你', '是', '我', '最', '苦澀', '的', '等待', '讓', '我', '歡喜', '又', '害怕', '未來', '你', '最', '愛', '說', '你', '是', '一', '顆', '塵埃', '偶而', '會', '惡作劇', '的', '飄進', '我', '眼', '裡', '寧願', '我', '哭泣', '不', '讓', '我', '愛', '你', '你', '就', '真的', '像', '塵埃', '消失', '在', '風', '裡', '難得', '來', '看', '我', '卻', '又', '離開', '我', '讓', '那', '手', '中', '瀉落', '的', '砂', '像', '淚水', '流', '你', '是', '我', '最', '痛苦', '的', '抉擇', '為何', '你', '從不', '放棄', '飄泊', '海', '對', '你', '是', '那麼', '難分難捨', '你', '總是', '帶回', '滿', '口袋', '的', '砂', '給', '我', '難得', '來', '看', '我', '卻', '又', '離開', '我']",苦澀 等待 歡喜 害怕 未來 愛 顆 塵埃 偶而 惡作劇 飄進 眼 裡 哭泣 愛 真的 塵埃 消失 風 裡 難得 離開 手 瀉落 砂 淚水 流 痛苦 抉擇 從不 放棄 飄泊 海 難分難捨 總是 帶回 滿 口袋 砂 難得 離開
哭不出來,A-Mei Chang,41,0.364,0.552,284000,0.339,0.0,0,0.151,-10.151,1,0.0335,118.081,4,0.15,才知道那都是真的愛是真實存在晴的天雨的夜平常的語言怎麼我寧願不要懂你溫暖的寬容讓愛來讓愛走讓你讓心都受痛我想哭但是哭不出來等到思念像海淹沒我而愛已不再你絕望的離開沒有淚流下來我哭了愛再不會回來我會這麼等待捨不得已春去秋來在你的愛之外我在那裡存在,"['才', '知道', '那', '都', '是', '真', '的', '愛', '是', '真實', '存在', '晴', '的', '天', '雨', '的', '夜', '平常', '的', '語言', '怎麼', '我', '寧願', '不要', '懂', '你', '溫暖', '的', '寬容', '讓', '愛', '來', '讓', '愛', '走', '讓', '你', '讓', '心', '都', '受', '痛', '我', '想', '哭', '但是', '哭', '不', '出來', '等到', '思念', '像', '海', '淹沒', '我', '而', '愛', '已', '不再', '你', '絕望', '的', '離開', '沒有', '淚', '流下來', '我', '哭', '了', '愛', '再', '不會', '回來', '我', '會', '這麼', '等待', '捨不得', '已', '春', '去', '秋', '來', '在', '你', '的', '愛', '之外', '我', '在', '那裡', '存在']",知道 真 愛 真實 存在 晴 天 雨 夜 平常 語言 不要 懂 溫暖 寬容 愛 愛 走 心 受 痛 想 哭 哭 思念 海 淹沒 愛 不再 絕望 離開 淚 流下來 哭 愛 不會 回來 等待 捨不得 春 秋 愛 之外 存在
默,A-Mei Chang,39,0.79,0.238,283765,0.316,3.54e-05,6,0.307,-10.858,0,0.0337,140.425,4,0.0906,忍不住化身一條固執的魚逆著洋流獨自游到底年少時候虔誠發過的誓沈默地沈沒在深海裡重溫幾次結局還是失去你我被愛判處終身孤寂不還手不放手筆下畫不完的圓心間填不滿的緣是你,"['忍不住', '化身', '一', '條', '固執', '的', '魚', '逆', '著', '洋流', '獨自', '游', '到底', '年少', '時候', '虔誠', '發', '過', '的', '誓', '沈默', '地', '沈沒', '在', '深海', '裡', '重溫', '幾', '次', '結局', '還是', '失去', '你我', '被', '愛', '判處', '終身', '孤寂', '不', '還手', '不', '放手', '筆下', '畫', '不', '完', '的', '圓心', '間', '填', '不滿', '的', '緣', '是', '你']",忍不住 化身 條 固執 魚 逆 洋流 獨自 游 到底 年少 虔誠 發 誓 沈默 沈沒 深海 裡 重溫 次 結局 失去 你我 愛 判處 終身 孤寂 還手 放手 筆下 畫 完 圓心 間 填 不滿 緣
